Investigation.Type,Accident.Number,Event.Date,LOCATION,Latitude,Longitude,Injury.Severity,Aircraft.damage,Make,Model,Number.of.Engines,Engine.Type,Purpose.of.flight,Weather.Condition
Accident,NYC04CA143,2004-06-18,"LOGANTON, PA",41.0225,-77.333333,Non-Fatal,Substantial,Stearman,4E,1.0,Reciprocating,Personal,VMC
Accident,LAX04CA242,2004-06-17,"THE SEA RANCH, CA",38.704722,-123.4325,Non-Fatal,Substantial,Vans Aircraft,RV-9A,1.0,Reciprocating,Personal,VMC
Accident,SEA04CA105,2004-06-16,"NAMPA, ID",43.581389,-116.523056,Non-Fatal,Substantial,Fetherolf,Hatz CB-1,1.0,Reciprocating,Personal,VMC
Accident,FTW04CA163,2004-06-16,"MCKINNEY, TX",33.330834,-96.706389,Non-Fatal,Substantial,Cessna,172,1.0,Reciprocating,Instructional,VMC
Accident,CHI04CA140,2004-06-16,"MOUNT PLEASANT, MI",43.713611,-84.707778,Non-Fatal,Substantial,Cessna,150H,1.0,Reciprocating,Personal,VMC
Accident,LAX04CA238,2004-06-13,"ANZA, CA",33.520834,-116.796666,Non-Fatal,Substantial,Piper,PA-28-180,1.0,Reciprocating,Personal,VMC
Accident,CHI04CA156,2004-06-13,"HAYS, KS",38.845,-99.273889,Non-Fatal,Substantial,Youkey,Lancair 235,1.0,Reciprocating,Personal,VMC
Accident,CHI04CA150,2004-06-13,"WAUKESHA, WI",43.041111,-88.236944,Non-Fatal,Substantial,Maule,MX7235,1.0,Reciprocating,Personal,VMC
Accident,ATL04CA131,2004-06-13,"MERIDIANVILLE, AL",34.861389,-86.557222,Non-Fatal,Substantial,Cessna,172,1.0,Reciprocating,Personal,VMC
Accident,CHI04CA153,2004-06-12,"JOLIET, IL",41.517778,-88.175556,Non-Fatal,Substantial,Luscombe,8E,1.0,Reciprocating,Personal,VMC
Accident,ATL04CA129,2004-06-12,"DOVER, TN",36.400833,-87.991666,Non-Fatal,Substantial,Cessna,172N,1.0,Reciprocating,Instructional,VMC
Accident,FTW04CA161,2004-06-11,"LANCASTER, TX",32.579167,-96.718889,Non-Fatal,Substantial,Ruehle,Glastar,1.0,Reciprocating,Personal,VMC
Accident,CHI04CA154,2004-06-10,"GOLDEN, MO",31.611944,-93.676945,Non-Fatal,Substantial,Mooney,M20C,1.0,Reciprocating,Personal,VMC
Accident,CHI04CA152,2004-06-10,"HILLSBORO, ND",47.484722,-97.074723,Non-Fatal,Substantial,Cessna,172N,1.0,Reciprocating,Personal,VMC
Accident,CHI04CA151,2004-06-10,"HOPE, ND",47.328334,-97.678334,Non-Fatal,Substantial,Grumman-schweizer,G-164B,1.0,Reciprocating,Aerial Application,VMC
Accident,NYC04CA138,2004-06-09,"ELYRIA, OH",41.331389,-82.100278,Non-Fatal,Substantial,Cessna,152,1.0,Reciprocating,Instructional,VMC
Accident,MIA04CA095,2004-06-08,"LA BELLE, FL",26.800278,-81.485,Non-Fatal,Substantial,Cessna,182H,1.0,Reciprocating,Other Work Use,VMC
Accident,MIA04CA094,2004-06-07,"LAKE WALES, FL",27.953611,-81.601389,Non-Fatal,Substantial,Piper,PA-28-140,1.0,Reciprocating,Personal,VMC
Accident,CHI04CA143,2004-06-06,"FOREST LAKE, MN",45.247777,-92.994444,Non-Fatal,Substantial,Cessna,150F,1.0,Reciprocating,Personal,VMC
Accident,CHI04CA141,2004-06-06,"FORT SCOTT, KS",37.798611,-94.769445,Non-Fatal,Substantial,Doerr Raymond R,RV-9A,1.0,Reciprocating,Personal,VMC
Accident,CHI04CA139,2004-06-06,"HAMBERG, ND",47.659722,-99.661111,Non-Fatal,Substantial,Cessna,TR182,1.0,Reciprocating,Personal,VMC
Accident,ATL04CA127,2004-06-06,"DECATUR, AL",34.650278,-86.945,Non-Fatal,Substantial,Cessna,150,1.0,Reciprocating,Personal,VMC
Accident,CHI04CA138,2004-06-05,"BELOIT, WI",42.497777,-88.967778,Non-Fatal,Substantial,Merkel,Acro Sport II,1.0,Reciprocating,Personal,VMC
Accident,CHI04CA136,2004-06-04,"MILWAUKEE, WI",43.110278,-88.034444,Non-Fatal,Substantial,Cessna,172P,1.0,Reciprocating,Instructional,VMC
Accident,CHI04CA135,2004-06-04,"WICHITA, KS",37.65,-97.433056,Non-Fatal,Substantial,Cessna,T210L,1.0,Reciprocating,Personal,VMC
Accident,ATL04CA125,2004-06-04,"SAVANNAH, TN",35.458333,-88.216667,Non-Fatal,Substantial,Taylorcraft,DC-65,1.0,Reciprocating,Personal,VMC
Accident,LAX04CA236,2004-06-02,"DUNSMUIR, CA",41.263056,-122.271945,Non-Fatal,Substantial,Piper,PA-28-181,1.0,Reciprocating,Personal,VMC
Accident,LAX04CA222,2004-06-02,"MINDEN, NV",39.000278,-119.751111,Non-Fatal,Substantial,Cessna,A188A,1.0,Reciprocating,Instructional,VMC
Accident,CHI04CA132,2004-06-01,"MIDLAND, MI",43.663056,-84.261389,Non-Fatal,Substantial,Cessna,150,1.0,Reciprocating,Instructional,VMC
Accident,LAX04CA224,2004-05-31,"GRAND CANYON, AZ",35.650556,-112.147777,Non-Fatal,Substantial,Cessna,177B,1.0,Reciprocating,Personal,VMC
Accident,NYC04CA135,2004-05-29,"WARREN, VT",44.116667,-72.826945,Non-Fatal,Substantial,Mooney,M20R,1.0,Reciprocating,Personal,VMC
Accident,NYC04CA134,2004-05-29,"WORCESTER, MA",42.267223,-71.875556,Non-Fatal,Substantial,Cessna,172M,1.0,Reciprocating,Personal,VMC
Accident,MIA04CA091,2004-05-29,"CARTHAGE, MS",32.761111,-89.53,Non-Fatal,Substantial,Piper,PA-38-112,1.0,Reciprocating,Instructional,VMC
Accident,FTW04CA141,2004-05-26,"TARZAN, TX",32.597777,-101.123056,Non-Fatal,Substantial,Air Tractor,AT-502,1.0,Reciprocating,Aerial Application,VMC
Accident,FTW04CA140,2004-05-26,"OKLAHOMA CITY, OK",35.790555,-97.940555,Non-Fatal,Substantial,Beech,BE-58P,2.0,Reciprocating,Personal,VMC
Accident,CHI04CA142,2004-05-26,"ACME, MI",44.741389,-85.582223,Non-Fatal,Substantial,Kauffman,Bede IV,1.0,Reciprocating,Personal,VMC
Accident,NYC04CA131,2004-05-25,"NEW CASTLE, PA",40.941111,-80.3475,Non-Fatal,Substantial,Cessna,120,1.0,Reciprocating,Personal,VMC
Accident,FTW04CA139,2004-05-24,"BEEDEVILLE, AR",35.398611,-91.133333,Non-Fatal,Substantial,Air Tractor,AT-402,1.0,Turbo Prop,Aerial Application,VMC
Accident,DEN04CA080,2004-05-24,"LAMAR, CO",38.169723,-102.688611,Non-Fatal,Substantial,Cessna,T188C,1.0,Reciprocating,Aerial Application,VMC
Accident,NYC04CA129,2004-05-23,"GREENE, RI",41.696666,-71.783611,Non-Fatal,Substantial,Grumman American,AA-5,1.0,Reciprocating,Personal,VMC
Accident,LAX04CA231,2004-05-23,"BOULDER CITY, NV",35.9475,-114.868611,Non-Fatal,Substantial,Glenn L Smith,RV-8,1.0,Reciprocating,Personal,VMC
Accident,ATL04CA121,2004-05-23,"CHAMBLEE, GA",33.875278,-84.303333,Non-Fatal,Substantial,Beech,BE-24,1.0,Reciprocating,Personal,VMC
Accident,DEN04CA073,2004-05-22,"FLAGLER, CO",39.275,-104.071667,Non-Fatal,Substantial,Piper,PA-25-235,1.0,Reciprocating,Aerial Application,VMC
Accident,LAX04CA219,2004-05-20,"HAWTHORNE, CA",33.922778,-118.335,Non-Fatal,Substantial,Cessna,R172K,1.0,Reciprocating,Personal,VMC
Accident,LAX04CA217,2004-05-20,"LIVERMORE, CA",37.693333,-121.820278,Non-Fatal,Substantial,Piper,PA-34-200T,2.0,Reciprocating,Instructional,VMC
Accident,CHI04CA122,2004-05-19,"SOUTH ST. PAUL, MN",44.861667,-93.032778,Non-Fatal,Substantial,Cessna,180J,1.0,Reciprocating,Flight Test,VMC
Accident,LAX04CA214,2004-05-18,"CHANDLER, AZ",33.269167,-111.811111,Non-Fatal,Substantial,Piper,PA-18-150,1.0,Reciprocating,Instructional,VMC
Accident,DEN04CA076,2004-05-18,"MONTROSE, CO",38.508333,-107.893333,Non-Fatal,Substantial,Wilford J. Tolman,Kitfox 6,1.0,Reciprocating,Personal,VMC
Accident,ATL04CA120,2004-05-18,"PEACHTREE CITY, GA",33.357222,-84.571667,Non-Fatal,Substantial,Stinson,SR-8E,1.0,Reciprocating,Personal,VMC
Accident,MIA04CA085,2004-05-17,"PEMBROKE PINES, FL",26.001389,-80.235833,Non-Fatal,Substantial,Cessna,172N,1.0,Reciprocating,Instructional,VMC
Accident,LAX04CA212,2004-05-15,"GUALALA, CA",38.801389,-123.530278,Non-Fatal,Substantial,Beech,A60,2.0,Reciprocating,Personal,VMC
Accident,CHI04CA121,2004-05-15,"FORT LEAVENWORT, KS",39.368334,-94.914722,Non-Fatal,Substantial,Cessna,172C,1.0,Reciprocating,Personal,VMC
Accident,NYC04CA125,2004-05-14,"SACRAMENTO, KY",37.396111,-87.235277,Non-Fatal,Substantial,Cessna,150,1.0,Reciprocating,Personal,VMC
Accident,LAX04CA209,2004-05-14,"KINGMAN, AZ",35.583333,-114.05,Non-Fatal,Substantial,Cessna,180,1.0,Reciprocating,Instructional,VMC
Accident,NYC04CA124,2004-05-13,"WAUSEON, OH",41.609167,-84.126945,Non-Fatal,Substantial,Fraker,Mustang II,1.0,Reciprocating,Personal,VMC
Accident,LAX04CA208,2004-05-13,"TUCSON, AZ",32.142222,-111.174445,Non-Fatal,Substantial,Piper,PA-28-161,1.0,Reciprocating,Instructional,VMC
Accident,ATL04CA115,2004-05-13,"GRANTHAM, NC",35.288889,-78.179723,Non-Fatal,Substantial,Loehle Ent.,2/3 Earlybird Jenny,1.0,Reciprocating,Personal,VMC
Accident,NYC04CA132,2004-05-12,"HALIFAX, MA",42.008333,-70.841666,Non-Fatal,Substantial,Aviat,A-1B,1.0,Reciprocating,Personal,VMC
Accident,CHI04CA118,2004-05-09,"HARTFORD, WI",43.35,-88.391666,Non-Fatal,Substantial,Piper,PA-12,1.0,Reciprocating,Personal,VMC
Accident,CHI04CA117,2004-05-08,"DEKALB, IL",41.931667,-88.708333,Non-Fatal,Substantial,Piper,PA-28RT-201,1.0,Reciprocating,Instructional,VMC
Accident,CHI04CA115,2004-05-08,"MAYETTA, KS",39.348889,-95.692777,Non-Fatal,Substantial,Villeneuve,RV-3,1.0,Reciprocating,Personal,VMC
Accident,NYC04CA121,2004-05-06,"POTTSTOWN, PA",40.239444,-75.556667,Non-Fatal,Substantial,Cessna,152,1.0,Reciprocating,Instructional,VMC
Accident,MIA04CA080,2004-05-06,"FORT PIERCE, FL",27.341944,-80.521945,Non-Fatal,Substantial,Beech,H35,1.0,Reciprocating,Personal,VMC
Accident,CHI04CA114,2004-05-05,"SCHAUMBURG, IL",41.989444,-88.101389,Non-Fatal,Substantial,Cessna,172P,1.0,Reciprocating,Instructional,VMC
Accident,DEN04CA068,2004-05-05,"Falcon, CO",38.945833,-104.569723,Non-Fatal,Destroyed,Ercoupe (eng & Research Corp.),415G,1.0,Reciprocating,Personal,VMC
Accident,ATL04CA113,2004-05-04,"ODESSA, FL",28.186111,-82.621945,Non-Fatal,Substantial,Cessna,172N,1.0,Reciprocating,Personal,VMC
Accident,ATL04CA106,2004-05-03,"WINDER, GA",33.969167,-83.668056,Non-Fatal,Substantial,Beech,BE-65 (LF-23F),2.0,Reciprocating,Personal,VMC
Accident,FTW04CA122,2004-05-03,"Goldthwaite, TX",31.338889,-98.609444,Non-Fatal,Destroyed,Cessna,150E,1.0,Reciprocating,Personal,VMC
Accident,LAX04CA200,2004-05-01,"PHOENIX, AZ",33.688055,-112.0825,Non-Fatal,Substantial,Cessna,182K,1.0,Reciprocating,Personal,VMC
Accident,CHI04CA113,2004-05-01,"HARRISONVILLE, MO",38.611111,-94.342222,Non-Fatal,Substantial,Cessna,172K,1.0,Reciprocating,Instructional,VMC
Accident,ATL04CA108,2004-05-01,"PHILADELPHIA, MS",32.766667,-89.1,Non-Fatal,Substantial,Sawyer,Skybolt,1.0,Reciprocating,Personal,VMC
Accident,SEA04CA076,2004-04-30,"REDMOND, OR",44.253889,-121.15,Non-Fatal,Substantial,Mooney,M-20J,1.0,Reciprocating,Personal,VMC
Accident,NYC04CA114,2004-04-30,"TAUNTON, MA",41.874167,-71.016389,Non-Fatal,Substantial,Cessna,305 A,1.0,Reciprocating,Personal,VMC
Accident,NYC04CA115,2004-04-29,"FRONT ROYAL, VA",38.9175,-78.253333,Non-Fatal,Substantial,Mooney,M20C,1.0,Reciprocating,Personal,VMC
Accident,NYC04CA113,2004-04-29,"COLUMBUS, OH",40.079723,-83.072778,Non-Fatal,Substantial,Cessna,C-152,1.0,Reciprocating,Instructional,VMC
Accident,ATL04CA101,2004-04-29,"ATHENS, GA",33.948333,-83.326111,Non-Fatal,Substantial,Beech,D95A,2.0,Reciprocating,Personal,VMC
Accident,NYC04CA112,2004-04-28,"FREDERICKSBURG, VA",38.266667,-77.449166,Non-Fatal,Substantial,Bolger Scott,RV-6A,1.0,Reciprocating,Personal,VMC
Accident,ATL04CA102,2004-04-28,"CEDARTOWN, GA",34.018611,-85.146389,Non-Fatal,Substantial,Piper,PA-18,1.0,Reciprocating,Personal,VMC
Accident,LAX04CA215,2004-04-25,"GALT, CA",38.304722,-121.429445,Non-Fatal,Substantial,Piper,PA-28R-200,1.0,Reciprocating,Instructional,VMC
Accident,LAX04CA196,2004-04-25,"LINCOLN, CA",38.915278,-121.352222,Non-Fatal,Substantial,Cessna,172N,1.0,Reciprocating,Personal,VMC
Accident,DEN04CA067,2004-04-24,"LYONS, CO",40.225,-105.266667,Non-Fatal,Substantial,Cessna,172N,1.0,Reciprocating,Instructional,VMC
Accident,CHI04CA109,2004-04-24,"FLUSHING, MI",43.056944,-83.806944,Non-Fatal,Substantial,Aeronca,7AC,1.0,Reciprocating,Personal,VMC
Accident,ATL04CA091,2004-04-23,"DELCO, NC",34.273056,-77.904167,Non-Fatal,Substantial,Piper,PA-28R-200,1.0,Reciprocating,Instructional,VMC
Accident,CHI04CA108,2004-04-22,"MINNEAPOLIS, MN",45.061667,-93.353333,Non-Fatal,Substantial,Piper,PA-18-150,1.0,Reciprocating,Personal,VMC
Accident,NYC04CA110,2004-04-21,"WILLOUGHBY, OH",41.683889,-81.389722,Non-Fatal,Substantial,Piper,PA-34-220T,2.0,Reciprocating,Personal,VMC
Accident,DEN04CA066,2004-04-21,"DURANGO, CO",37.151667,-107.753333,Non-Fatal,Substantial,Cessna,182K,1.0,Reciprocating,Personal,VMC
Accident,FTW04CA112,2004-04-21,"San Angelo, TX",31.3575,-100.496111,Non-Fatal,Destroyed,Air Tractor,AT-502B,1.0,Turbo Prop,Aerial Application,VMC
Accident,LAX04CA189,2004-04-18,"MINDEN, NV",39.000278,-119.750556,Non-Fatal,Substantial,Piper,PA-22-150,1.0,Reciprocating,Personal,VMC
Accident,MIA04CA077,2004-04-17,"KEY WEST, FL",24.556111,-81.759444,Non-Fatal,Substantial,Cessna,172S,1.0,Reciprocating,Personal,VMC
Accident,CHI04CA095,2004-04-17,"LAKE IN THE HIL, IL",42.206667,-88.323056,Non-Fatal,Substantial,Beech,C23,1.0,Reciprocating,Instructional,VMC
Accident,NYC04CA108,2004-04-16,"KENNEDY, NY",42.016667,-79.361389,Non-Fatal,Substantial,Andrews,Zenith Tri-Z,1.0,Reciprocating,Personal,VMC
Accident,CHI04CA105,2004-04-16,"HASTINGS, MN",44.697777,-92.864167,Non-Fatal,Substantial,Cessna,A185E,1.0,Reciprocating,Personal,VMC
Accident,ATL04CA095,2004-04-15,"CARTHAGE, TN",36.190277,-86.313889,Non-Fatal,Substantial,Aeronca,7AC,1.0,Reciprocating,Personal,VMC
Accident,DEN04CA062,2004-04-14,"LAS VEGAS, NM",35.655,-105.141666,Non-Fatal,Substantial,Cessna,180A,1.0,Reciprocating,Personal,VMC
Accident,CHI04CA106,2004-04-14,"COLUMBIA, MO",42.565833,-84.423334,Non-Fatal,Substantial,Piper,PA-28-180,1.0,Reciprocating,Personal,VMC
Accident,LAX04CA186,2004-04-12,"LONG BEACH, CA",33.8175,-118.151389,Non-Fatal,Substantial,Cessna,172S,1.0,Reciprocating,Instructional,VMC
Accident,LAX04CA185,2004-04-12,"GRASS VALLEY, CA",39.113611,-121.056389,Non-Fatal,Substantial,Aeronca,65-TAC,1.0,Reciprocating,Personal,VMC
Accident,LAX04CA183,2004-04-12,"GARBERVILLE, CA",40.084722,-123.808056,Non-Fatal,Substantial,Cessna,182C,1.0,Reciprocating,Personal,VMC
Accident,SEA04CA068,2004-04-10,"FRIDAY HARBOR, WA",48.529167,-123.063889,Non-Fatal,Substantial,Yakovlev,Yak 54,1.0,Reciprocating,Personal,VMC
Accident,NYC04CA104,2004-04-10,"BRIDGEPORT, CT",41.163333,-73.126111,Non-Fatal,Substantial,Cessna,172N,1.0,Reciprocating,Personal,VMC
Accident,FTW04CA106,2004-04-10,"BOGALUSA, LA",30.813611,-89.864444,Non-Fatal,Substantial,Cessna,172K,1.0,Reciprocating,Instructional,VMC
Accident,NYC04CA102,2004-04-09,"WESTFIELD, MA",42.1575,-72.715556,Non-Fatal,Substantial,Cessna,172P,1.0,Reciprocating,Instructional,VMC
Accident,IAD04CA015,2004-04-09,"LEXINGTON, KY",38.036944,-84.605278,Non-Fatal,Substantial,Waco,ASO,1.0,Reciprocating,Personal,VMC
Accident,FTW04CA107,2004-04-08,"FRIONA, TX",34.654167,-102.691666,Non-Fatal,Substantial,Ayres,S2R-T34,1.0,Turbo Prop,Aerial Application,VMC
Accident,LAX04CA181,2004-04-07,"MCKINLEYVILLE, CA",40.966667,-124.1,Non-Fatal,Substantial,Piper,PA-38-112,1.0,Reciprocating,Instructional,VMC
Accident,IAD04CA014,2004-04-07,"HAMILTON, OH",39.4225,-84.523334,Non-Fatal,Substantial,Cessna,152,1.0,Reciprocating,Instructional,VMC
Accident,LAX04CA179,2004-04-06,"MONTAGUE, CA",41.730556,-122.545555,Non-Fatal,Substantial,Beech,95-A55,1.0,Reciprocating,Personal,VMC
Accident,ATL04CA089,2004-04-03,"STATESBORO, GA",32.365,-81.786389,Non-Fatal,Substantial,Cessna,172N,1.0,Reciprocating,Personal,VMC
Accident,LAX04CA175,2004-04-02,"California City, CA",35.152222,-118.016667,Non-Fatal,Destroyed,Cessna,177,1.0,Reciprocating,Instructional,VMC
Accident,LAX04CA173,2004-03-31,"LA VERNE, CA",34.091389,-117.781667,Non-Fatal,Substantial,Piper,PA34-200,2.0,Reciprocating,Instructional,VMC
Accident,CHI04CA094,2004-03-31,"LONG LAKE, WI",45.931667,-89.268889,Non-Fatal,Substantial,Cessna,180,1.0,Reciprocating,Personal,VMC
Accident,NYC04CA097,2004-03-28,"PERKASIE, PA",40.389166,-75.290277,Non-Fatal,Substantial,Cessna,182T,1.0,Reciprocating,Personal,VMC
Accident,CHI04CA091,2004-03-28,"ABERDEEN, SD",45.449166,-98.421945,Non-Fatal,Substantial,Cessna,C-180,1.0,Reciprocating,Personal,VMC
Accident,ATL04CA083,2004-03-28,"LOWNDESBORO, AL",32.280834,-86.601944,Non-Fatal,Substantial,Dantzer Lawrence L,Rans S-12,1.0,Reciprocating,Personal,VMC
Accident,FTW04CA098,2004-03-27,"SLIDELL, LA",30.345,-89.820556,Non-Fatal,Substantial,Stinson,108-1,1.0,Reciprocating,Personal,VMC
Accident,SEA04CA059,2004-03-26,"MATTAWA, WA",46.383333,-119.8,Non-Fatal,Substantial,Rockwell,S-2R,1.0,Reciprocating,Aerial Application,VMC
Accident,NYC04CA094,2004-03-25,"LOUISVILLE, KY",38.227778,-85.663611,Non-Fatal,Substantial,Piper,PA-28-181,1.0,Reciprocating,Instructional,VMC
Accident,NYC04CA091,2004-03-24,"NORWOOD, MA",42.190277,-71.172778,Non-Fatal,Substantial,Piper,PA-28-180,1.0,Reciprocating,Instructional,VMC
Accident,CHI04CA092,2004-03-22,"GARDNER, KS",38.806667,-94.956111,Non-Fatal,Substantial,Cessna,150J,1.0,Reciprocating,Instructional,VMC
Accident,SEA04CA054,2004-03-21,"BREMERTON, WA",47.492777,-122.7625,Non-Fatal,Substantial,Menefee,RAF Vari-Eze,1.0,Reciprocating,Personal,VMC
Accident,DEN04CA054,2004-03-21,"BROOMFIELD, CO",39.908333,-105.116667,Non-Fatal,Substantial,Cessna,T310R,2.0,Reciprocating,Personal,VMC
Accident,CHI04CA093,2004-03-21,"WAHOO, NE",41.241389,-96.594166,Non-Fatal,Substantial,Beech,F33A,1.0,Reciprocating,Personal,VMC
Accident,CHI04CA088,2004-03-21,"SPRINGFIELD, MO",37.183333,-93.133611,Non-Fatal,Substantial,Cessna,172A,1.0,Reciprocating,Personal,VMC
Accident,NYC04CA089,2004-03-20,"ZELIENOPLE, PA",40.801389,-80.160556,Non-Fatal,Substantial,Cessna,172P,1.0,Reciprocating,Instructional,VMC
Accident,LAX04TA161,2004-03-16,"Safford, AZ",32.866667,-109.4,Fatal(1),Destroyed,Wsk Pzl Mielec,M-18A,1.0,Reciprocating,Public Aircraft,VMC
Accident,MIA04FA060,2004-03-15,"SPRING HILL, FL",28.385,-82.448333,Fatal(1),Substantial,Cessna,182P,1.0,Reciprocating,Personal,IMC
Accident,LAX04CA157,2004-03-14,"THERMAL, CA",33.628056,-116.160278,Non-Fatal,Substantial,Cessna,172C,1.0,Reciprocating,Personal,VMC
Accident,LAX04CA155,2004-03-12,"HOLLISTER, CA",36.893333,-121.41,Non-Fatal,Substantial,Jerry Garrison,Christen Eagle II,1.0,Reciprocating,Personal,VMC
Accident,LAX04CA160,2004-03-11,"GILA BEND, AZ",32.958056,-112.678056,Non-Fatal,Substantial,Cessna,C195A,1.0,Reciprocating,Instructional,VMC
Accident,LAX04CA154,2004-03-11,"LOS BANOS, CA",37.166667,-120.683333,Non-Fatal,Substantial,Ayres,S-2R,1.0,Reciprocating,Aerial Application,VMC
Accident,LAX04CA153,2004-03-11,"CALIPATRIA, CA",33.143889,-115.576111,Non-Fatal,Substantial,Ayres,S2R-600,1.0,Reciprocating,Aerial Application,VMC
Accident,NYC04CA085,2004-03-10,"BARDSTOWN, KY",37.866667,-85.166667,Non-Fatal,Substantial,Diamond Aircraft Industries,DA-40,1.0,Reciprocating,Personal,VMC
Accident,NYC04CA084,2004-03-07,"STEVENSVILLE, MD",38.976389,-76.329723,Non-Fatal,Substantial,Cessna,172S,1.0,Reciprocating,Instructional,VMC
Accident,MIA04CA057,2004-03-06,"BAY ST. LOUIS, MS",30.366667,-89.45,Non-Fatal,Substantial,Beech,V35B,1.0,Reciprocating,Instructional,VMC
Accident,LAX04CA147,2004-03-06,"SONORA, CA",37.95,-120.55,Non-Fatal,Substantial,Cessna,182E,1.0,Reciprocating,Personal,VMC
Accident,MIA04CA055,2004-03-03,"PARKLAND, FL",26.197222,-80.170556,Non-Fatal,Substantial,Aviat,Pitts S2B,1.0,Reciprocating,Personal,VMC
Accident,NYC04CA080,2004-02-29,"HORNELL, NY",42.382223,-77.682223,Non-Fatal,Substantial,Bellanca,7ECA,1.0,Reciprocating,Personal,VMC
Accident,LAX04CA145,2004-02-28,"RED BLUFF, CA",40.150556,-122.252222,Non-Fatal,Substantial,Cessna,120,1.0,Reciprocating,Personal,VMC
Accident,FTW04CA084,2004-02-28,"GRAPE CREEK, TX",31.3575,-100.496111,Non-Fatal,Substantial,Cessna,T210M,1.0,Reciprocating,Business,VMC
Accident,NYC04CA076,2004-02-23,"YOUNGSTOWN, OH",40.961667,-80.677223,Non-Fatal,Substantial,Cessna,172N,1.0,Reciprocating,Instructional,VMC
Accident,IAD04CA012,2004-02-22,"TITUSVILLE, PA",41.608611,-79.741111,Non-Fatal,Substantial,Cessna,182P,1.0,Reciprocating,Personal,VMC
Accident,FTW04LA081,2004-02-22,"CLAREMORE, OK",36.217778,-95.651667,Non-Fatal,Substantial,Cessna,182A,1.0,Reciprocating,Skydiving,VMC
Accident,NYC04CA070,2004-02-16,"BATAVIA, OH",39.078334,-84.21,Non-Fatal,Substantial,Cessna,172R,1.0,Reciprocating,Instructional,VMC
Accident,NYC04CA068,2004-02-15,"BATAVIA, NY",43.031667,-78.1675,Non-Fatal,Substantial,Cessna,172E,1.0,Reciprocating,Personal,VMC
Accident,LAX04CA136,2004-02-15,"HONOLULU, HI",21.318611,-157.922223,Non-Fatal,Substantial,Cessna,177A,1.0,Reciprocating,Personal,VMC
Accident,LAX04CA130,2004-02-14,"RIVERSIDE, CA",33.951667,-117.445,Non-Fatal,Substantial,Cessna,172S,1.0,Reciprocating,Personal,VMC
Accident,NYC04CA074,2004-02-13,"PITTSGROVE, NJ",39.504722,-75.093055,Non-Fatal,Substantial,Danbrook,Corbin Jr Ace,1.0,Reciprocating,Personal,VMC
Accident,NYC04CA072,2004-02-13,"WEST DOVER, VT",42.927223,-72.865556,Non-Fatal,Substantial,Cessna,172,1.0,Reciprocating,Personal,VMC
Accident,SEA04CA041,2004-02-12,"REXBURG, ID",43.833889,-111.805278,Non-Fatal,Substantial,Piper,PA-28R-201T,1.0,Reciprocating,Personal,VMC
Accident,NYC04CA073,2004-02-12,"EASTON, MD",38.804167,-76.068889,Non-Fatal,Substantial,Cessna,172N,1.0,Reciprocating,Instructional,VMC
Accident,MIA04CA053,2004-02-11,"SEBRING, FL",27.45,-81.35,Non-Fatal,Substantial,American Champion (acac),7GCAA,1.0,Reciprocating,Personal,VMC
Accident,IAD04CA010,2004-02-11,"WEST OSSIPEE, NH",43.823611,-71.186666,Non-Fatal,Substantial,Piper,PA-20,1.0,Reciprocating,Personal,VMC
Accident,NYC04CA066,2004-02-09,"GRT. BARRINGTON, MA",42.184166,-73.403056,Non-Fatal,Substantial,Piper,PA-23-250,2.0,Reciprocating,Personal,VMC
Accident,NYC04CA064,2004-02-07,"CUMBERLAND, MD",39.615556,-78.760833,Non-Fatal,Substantial,Cessna,172M,1.0,Reciprocating,Personal,VMC
Accident,LAX04CA134,2004-02-07,"GROVELAND, CA",37.861667,-120.177778,Non-Fatal,Substantial,Bellanca,7ECA,1.0,Reciprocating,Personal,VMC
Accident,LAX04CA118,2004-02-07,"MESA, AZ",33.45,-111.716667,Non-Fatal,Substantial,Mooney,M20C,1.0,Reciprocating,Personal,VMC
Accident,LAX04CA117,2004-02-07,"FOWLER, CA",36.623889,-119.683333,Non-Fatal,Substantial,Cessna,A185F,1.0,Reciprocating,Personal,VMC
Accident,CHI04CA067,2004-02-07,"CAHOKIA, IL",38.570834,-90.156111,Non-Fatal,Substantial,Cessna,172N,1.0,Reciprocating,Instructional,VMC
Accident,IAD04CA009,2004-02-05,"FREDRICK, MD",39.4175,-77.374167,Non-Fatal,Substantial,Cessna,172R,1.0,Reciprocating,Instructional,VMC
Accident,LAX04CA115,2004-01-29,"PLACERVILLE, CA",38.729167,-120.755556,Non-Fatal,Substantial,Piper,PA-28-161,1.0,Reciprocating,Instructional,VMC
Accident,LAX04CA107,2004-01-25,"MINDEN, NV",39.000278,-119.750556,Non-Fatal,Substantial,Piper,PA-28-180C,1.0,Reciprocating,Instructional,VMC
Accident,LAX04CA105,2004-01-22,"SAN DIEGO, CA",32.815556,-117.139444,Non-Fatal,Substantial,Beech,B36TC,1.0,Reciprocating,Personal,VMC
Accident,LAX04CA104,2004-01-22,"SHOSHONE, CA",35.968611,-116.269445,Non-Fatal,Substantial,Beech,F33A,1.0,Reciprocating,Instructional,VMC
Accident,LAX04CA098,2004-01-20,"GRANADA HILLS, CA",34.25,-118.5,Non-Fatal,Substantial,Cessna,172P,1.0,Reciprocating,Personal,VMC
Accident,FTW04CA061,2004-01-15,"POYNOR, TX",32.086389,-95.599166,Non-Fatal,Substantial,Piper,PA-32R,1.0,Reciprocating,Personal,VMC
